Sigla,Code,Munic,1996,2000,2007,2010
PE,2604403,Chã de Alegria,5869,8082,8464,9565
PE,2604502,Chã Grande,7946,11736,11803,13692
PE,2604601,Condado,17330,18473,21310,22637
PE,2604700,Correntes,8860,8844,8912,10329
PE,2604809,Cortês,8449,8443,8313,7901
PE,2604908,Cumaru,6100,6798,6313,8039
PE,2605004,Cupira,16804,18085,18739,20787
PE,2605103,Custódia,14918,16645,19005,21716
PE,2605152,Dormentes,2812,3835,4919,6004
PE,2605202,Escada,42326,45596,49474,53964
PE,2605301,Exu,11818,11519,13082,16303
PE,2605400,Feira Nova,11149,12156,14517,16313
PE,2605459,Fernando de Noronha,1881,2051,2801,2630
PE,2605509,Ferreiros,6482,6957,8754,9162
PE,2605608,Flores,5785,8139,9312,9364
PE,2605707,Floresta,13275,15547,17284,19973
PE,2605806,Frei Miguelinho,2267,2364,2889,3389
PE,2605905,Gameleira,14335,16663,19065,19504
PE,2606002,Garanhuns,96443,103435,110135,115356
PE,2606101,Glória do Goitá,9023,12542,14229,15434
PE,2606200,Goiana,42256,43531,55236,58025
PE,2606309,Granito,1492,1601,2736,3178
PE,2606408,Gravatá,49436,55563,61911,68385
PE,2606507,Iati,5631,6608,7054,7718
PE,2606606,Ibimirim,14227,13496,14350,14895
PE,2606705,Ibirajuba,2192,2428,2833,3140
PE,2606804,Igarassu,65103,75739,85547,93931
PE,2606903,Iguaraci,4886,5308,5660,6110
PE,2607000,Inajá,7361,6479,7417,7958
PE,2607109,Ingazeira,1942,2128,2228,2456
PE,2607208,Ipojuca,30428,40310,48392,59719
PE,2607307,Ipubi,11117,13439,16445,17278
PE,2607406,Itacuruba,3023,3233,3677,3708
PE,2607505,Itaíba,5038,8735,8976,9688
PE,2607604,Itamaracá,11210,12930,13902,16993
PE,2607653,Itambé,24653,26325,28555,29424
PE,2607703,Itapetim,7418,7591,7716,8426
PE,2607752,Itapissuma,16077,16330,17458,18320
PE,2607802,Itaquitinga,10261,10779,11254,12064
PE,2607901,Jaboatão dos Guararapes,457664,568474,,630595
PE,2607950,Jaqueira,,5904,7290,7082
PE,2608008,Jataúba,6562,6628,7900,9184
PE,2608057,Jatobá,,5412,5730,6082
PE,2608107,João Alfredo,9087,10296,13010,15020
PE,2608206,Joaquim Nabuco,9126,9617,11321,11504
PE,2608255,Jucati,2154,2277,2524,2828
PE,2608305,Jupi,5238,5785,7028,8356
PE,2608404,Jurema,6704,7634,8624,8753
PE,2608453,Lagoa do Carro,7508,8087,10335,11632
PE,2608503,Lagoa do Itaenga,12929,15345,17077,17118
PE,2608602,Lagoa do Ouro,3922,4548,5403,6029
PE,2608701,Lagoa dos Gatos,7219,7460,8312,8641
PE,2608750,Lagoa Grande,,8651,9540,10416
PE,2608800,Lajedo,19861,22531,23631,26395
PE,2608909,Limoeiro,41590,42412,43093,44560
PE,2609006,Macaparana,12641,13518,14572,14833
PE,2609105,Machados,4918,5474,7621,8454
PE,2609154,Manari,,2287,3261,3818
PE,2609204,Maraial,12873,7937,8710,8559
PE,2609303,Mirandiba,5822,6375,6973,7141
PE,2609402,Moreno,32063,38294,46407,50197
PE,2609501,Nazaré da Mata,22724,24704,25868,27182
PE,2609600,Olinda,349380,360554,,370332
PE,2609709,Orobó,5232,5587,7080,8233
PE,2609808,Orocó,3418,3573,4394,4617
PE,2609907,Ouricuri,23836,26608,31052,32596
PE,2610004,Palmares,43799,43452,44590,46886
PE,2610103,Palmeirina,4168,4790,4989,5178
PE,2610202,Panelas,9181,10851,12262,13964
PE,2610301,Paranatama,1242,1647,2021,2241
PE,2610400,Parnamirim,7049,7323,7595,8377
PE,2610509,Passira,11707,12326,13099,13945
PE,2610608,Paudalho,32616,34432,33270,36332
PE,2610707,Paulista,229515,262237,,300466
PE,2610806,Pedra,9231,10267,11786,11998
PE,2610905,Pesqueira,39357,40991,43848,45126
PE,2611002,Petrolândia,20390,19599,21393,23621
PE,2611101,Petrolina,142432,166279,,219215
PE,2611200,Poção,5761,6359,6815,6988
PE,2611309,Pombos,12142,13979,14379,16011
PE,2611408,Primavera,5913,6641,7757,8579
PE,2611507,Quipapá,10139,10885,12172,11813
PE,2611533,Quixaba,1777,2038,2458,2495
PE,2611606,Recife,1346045,1422905,,1537704
PE,2611705,Riacho das Almas,5240,6123,8129,8762
PE,2611804,Ribeirão,28813,29646,30741,34003
PE,2611903,Rio Formoso,14495,8349,12912,13373
PE,2612000,Sairé,3691,5648,7609,6305
PE,2612109,Salgadinho,2029,2251,2221,3062
PE,2612208,Salgueiro,37631,39891,41843,45713
PE,2612307,Saloá,4386,5141,6883,7668
PE,2612406,Sanharó,7517,7613,10197,12500
PE,2612455,Santa Cruz,2033,2861,4095,4447
PE,2612471,Santa Cruz da Baixa Verde,3863,4147,4600,5277
PE,2612505,Santa Cruz do Capibaribe,43202,57226,71813,85594
PE,2612554,Santa Filomena,,1693,2339,2226
PE,2612604,Santa Maria da Boa Vista,21736,14004,14231,14876
PE,2612703,Santa Maria do Cambucá,2101,2261,3002,3275
PE,2612802,Santa Terezinha,4918,5868,5710,6876
PE,2612901,São Benedito do Sul,5455,5271,5599,7158
PE,2613008,São Bento do Una,21895,23306,24982,27899
PE,2613107,São Caitano,19773,22499,25570,27079
PE,2613206,São João,6158,7144,8766,9656
PE,2613305,São Joaquim do Monte,9491,11354,13470,14122
PE,2613404,São José da Coroa Grande,7887,9516,12280,13436
PE,2613503,São José do Belmonte,13075,14763,15275,16168
PE,2613602,São José do Egito,16803,17695,19617,20960
PE,2613701,São Lourenço da Mata,78776,83543,89725,96777
PE,2613800,São Vicente Ferrer,8160,8906,10773,11201
PE,2613909,Serra Talhada,47192,49605,56667,61275
PE,2614006,Serrita,3746,4419,5812,6356
PE,2614105,Sertânia,15556,17047,17056,18557
PE,2614204,Sirinhaém,12657,13646,19299,21484
PE,2614303,Moreilândia,3840,5586,6267,6838
PE,2614402,Solidão,1189,1303,1673,1831
PE,2614501,Surubim,31297,33145,39626,44036
PE,2614600,Tabira,14730,15944,18384,19769
PE,2614709,Tacaimbó,4790,5927,6576,7085
PE,2614808,Tacaratu,6228,7242,8990,9192
PE,2614857,Tamandaré,,11548,12550,15170
PE,2615003,Taquaritinga do Norte,10724,12022,15404,17961
PE,2615102,Terezinha,1279,1880,2381,2860
PE,2615201,Terra Nova,3536,3969,4789,5014
PE,2615300,Timbaúba,42366,44035,43105,46367
PE,2615409,Toritama,17179,20127,28780,34125
PE,2615508,Tracunhaém,8479,9442,10698,10969
PE,2615607,Trindade,15116,17195,19717,22464
PE,2615706,Triunfo,5778,6561,7229,7944
PE,2615805,Tupanatinga,5129,6420,6917,8534
PE,2615904,Tuparetama,5614,5806,6371,6351
PE,2616001,Venturosa,7463,8050,9551,10343
PE,2616100,Verdejante,1897,2300,2461,2692
PE,2616183,Vertente do Lério,1348,1508,1680,1813
PE,2616209,Vertentes,5565,6303,8253,12941
PE,2616308,Vicência,10249,10502,11144,13805
PE,2616407,Vitória de Santo Antão,91236,99342,103928,113429
PE,2616506,Xexéu,6754,7857,9069,9170
PE,2699919,Muribeca,,,,
PE,2699929,Nossa Senhora do Ó de Goyanna,,,,
PE,2699939,Cimbres,,,,
PI,2200053,Acauã,,675,1166,901
PI,2200103,Agricolândia,3873,3942,3924,3602
PI,2200202,Água Branca,12175,13075,14281,14539
PI,2200251,Alagoinha do Piauí,1628,1948,2445,2669
PI,2200277,Alegrete do Piauí,2292,2662,2510,2837
PI,2200301,Alto Longá,3985,5604,6176,6714
PI,2200400,Altos,23462,26199,26858,27388
PI,2200459,Alvorada do Gurguéia,,1479,1831,1849
PI,2200509,Amarante,8840,8916,8936,8772
PI,2200608,Angical do Piauí,4992,5065,5022,5214
PI,2200707,Anísio de Abreu,2970,3348,3829,4503
PI,2200806,Antônio Almeida,1350,1916,2281,2224
PI,2200905,Aroazes,2143,3171,3260,3430
PI,2200954,Aroeiras de Itaim,,,254,238
PI,2201002,Arraial,1667,2495,2678,2433
PI,2201051,Assunção do Piauí,,2832,3569,3378
PI,2201101,Avelino Lopes,4039,5118,6341,6714
PI,2201150,Baixa Grande do Ribeiro,2764,3656,5566,6487
PI,2201176,Barra D'Alcântara,,1615,1954,2032
PI,2201200,Barras,16318,18809,20999,22126
PI,2201309,Barreiras do Piauí,1426,1582,1875,1875
PI,2201408,Barro Duro,4676,5029,4865,4789
PI,2201507,Batalha,7857,7930,8480,9607
PI,2201556,Bela Vista do Piauí,,758,1143,1243
PI,2201572,Belém do Piauí,,879,1286,1603
PI,2201606,Beneditinos,4497,5214,5552,6261
PI,2201705,Bertolínia,3443,3537,3837,3894
PI,2201739,Betânia do Piauí,,1029,1462,1678
PI,2201770,Boa Hora,,1023,1368,1524
PI,2201804,Bocaina,1357,1493,1693,1746
PI,2201903,Bom Jesus,9373,10961,14381,17623
PI,2201919,Bom Princípio do Piauí,1015,1216,1583,1654
PI,2201929,Bonfim do Piauí,662,1159,1398,1635
PI,2201945,Boqueirão do Piauí,,1877,2506,2666
PI,2201960,Brasileira,2499,2926,3276,3483
PI,2201988,Brejo do Piauí,,1194,1296,1426
PI,2202000,Buriti dos Lopes,8995,9332,9639,10294
PI,2202026,Buriti dos Montes,1715,1845,2124,2421
PI,2202059,Cabeceiras do Piauí,1220,1389,1636,1657
PI,2202075,Cajazeiras do Piauí,,866,1006,1112
PI,2202083,Cajueiro da Praia,,2201,2575,2699
PI,2202091,Caldeirão Grande do Piauí,1121,1311,1563,1662
PI,2202109,Campinas do Piauí,1274,1544,1887,1807
PI,2202117,Campo Alegre do Fidalgo,,410,927,1224
PI,2202133,Campo Grande do Piauí,,1180,1519,1569
PI,2202174,Campo Largo do Piauí,,1044,1413,1430
PI,2202208,Campo Maior,31622,31928,32283,33521
PI,2202251,Canavieira,1253,1854,1847,1738
PI,2202307,Canto do Buriti,8847,10154,10476,11130
PI,2202406,Capitão de Campos,5177,5641,6225,6347
PI,2202455,Capitão Gervásio Oliveira,,358,849,1162
PI,2202505,Caracol,3506,3013,3823,4028
PI,2202539,Caraúbas do Piauí,,635,881,972
PI,2202554,Caridade do Piauí,,1091,1511,1579
PI,2202604,Castelo do Piauí,9703,9242,11295,11479
PI,2202653,Caxingó,,758,951,966
PI,2202703,Cocal,9290,10647,11077,12020
PI,2202711,Cocal de Telha,,2234,2633,2667
PI,2202729,Cocal dos Alves,,1334,1613,1782
PI,2202737,Coivaras,641,875,1089,1173
PI,2202752,Colônia do Gurguéia,3439,3886,4535,4850
PI,2202778,Colônia do Piauí,2167,2650,2679,2644
PI,2202802,Conceição do Canindé,2052,2607,2450,2363
PI,2202851,Coronel José Dias,724,1013,1375,1491
PI,2202901,Corrente,11125,12552,14090,15693
PI,2203008,Cristalândia do Piauí,2038,2309,3093,2945
PI,2203107,Cristino Castro,5592,6170,6845,7262
PI,2203206,Curimatá,3988,5267,5979,7084
PI,2203230,Currais,,701,887,924
PI,2203255,Curralinhos,,797,1182,1331
PI,2203271,Curral Novo do Piauí,,1050,1266,1379
PI,2203305,Demerval Lobão,9040,10254,10373,10873
PI,2203354,Dirceu Arcoverde,1740,1855,2210,2369
PI,2203404,Dom Expedito Lopes,3275,3335,3401,3572
PI,2203420,Domingos Mourão,849,950,1020,958
PI,2203453,Dom Inocêncio,658,856,2034,2018
PI,2203503,Elesbão Veloso,9485,10133,9637,10124
PI,2203602,Eliseu Martins,2866,2801,3815,3821
PI,2203701,Esperantina,20166,20748,21906,23158
PI,2203750,Fartura do Piauí,650,895,1296,1336
PI,2203800,Flores do Piauí,1750,1753,1874,1987
PI,2203859,Floresta do Piauí,,586,852,861
PI,2203909,Floriano,44191,46684,47962,49970
PI,2204006,Francinópolis,2857,3122,3115,3275
PI,2204105,Francisco Ayres,2081,2375,2423,2154
PI,2204154,Francisco Macedo,,639,861,1159
PI,2204204,Francisco Santos,3400,3354,3560,3979
PI,2204303,Fronteiras,5054,5746,6730,7288
PI,2204352,Geminiano,,839,1061,1216
PI,2204402,Gilbués,4421,4521,5038,5991
PI,2204501,Guadalupe,9390,9596,8967,9842
PI,2204550,Guaribas,,898,1278,1275
PI,2204600,Hugo Napoleão,2893,2945,2889,3098
PI,2204659,Ilha Grande,,6505,7067,7445
PI,2204709,Inhuma,6340,6614,6940,7279
PI,2204808,Ipiranga do Piauí,4609,4923,5422,5746
PI,2204907,Isaías Coelho,1510,1693,1790,1865
PI,2205003,Itainópolis,2626,2572,2615,2530
PI,2205102,Itaueira,4624,5125,5316,5949
PI,2205151,Jacobina do Piauí,1085,851,886,1024
PI,2205201,Jaicós,6386,7375,7811,8508
PI,2205250,Jardim do Mulato,1183,1169,1143,1183
PI,2205276,Jatobá do Piauí,,657,926,888
PI,2205300,Jerumenha,2431,2594,2452,2469
PI,2205359,João Costa,,453,741,701
PI,2205409,Joaquim Pires,3376,3670,4098,4256
PI,2205458,Joca Marques,,1188,1570,1677
PI,2205508,José de Freitas,15215,18110,20010,21601
PI,2205516,Juazeiro do Piauí,,970,1348,1479
PI,2205524,Júlio Borges,,936,1240,1618
PI,2205532,Jurema,,498,620,866
PI,2205540,Lagoinha do Piauí,,1033,1589,1582
PI,2205557,Lagoa Alegre,1778,2337,2805,3042
PI,2205565,Lagoa do Barro do Piauí,244,842,971,994
PI,2205573,Lagoa de São Francisco,,1684,2045,2092
PI,2205581,Lagoa do Piauí,,939,1453,1672
PI,2205599,Lagoa do Sítio,,1590,1683,1723
PI,2205607,Landri Sales,4048,3901,3879,3957
PI,2205706,Luís Correia,9124,10297,11169,12645
PI,2205805,Luzilândia,13644,13453,13293,13268
PI,2205854,Madeiro,,2544,3139,3364
PI,2205904,Manoel Emídio,2558,2566,2674,3315
PI,2205953,Marcolândia,4383,4748,5590,6707
PI,2206001,Marcos Parente,3114,3054,3524,3845
PI,2206050,Massapê do Piauí,,771,878,936
PI,2206100,Matias Olímpio,3605,4210,4214,4796
PI,2206209,Miguel Alves,8738,9609,10417,10711
PI,2206308,Miguel Leão,849,749,835,862
PI,2206357,Milton Brandão,,1609,1674,1701
PI,2206407,Monsenhor Gil,4269,4877,5226,5309
PI,2206506,Monsenhor Hipólito,2671,2630,3092,3485
PI,2206605,Monte Alegre do Piauí,2421,2672,2764,2981
PI,2206654,Morro Cabeça no Tempo,,704,1271,1404
PI,2206670,Morro do Chapéu do Piauí,,1729,2147,2298
PI,2206696,Murici dos Portelas,,1002,1568,1689
PI,2206704,Nazaré do Piauí,3587,3331,2676,3503
PI,2206720,Nazária,,,,1652
PI,2206753,Nossa Senhora de Nazaré,,1082,1250,1363
PI,2206803,Nossa Senhora dos Remédios,3298,2705,2978,3693
PI,2206902,Novo Oriente do Piauí,2932,3333,2865,3280
PI,2206951,Novo Santo Antônio,,307,732,916
PI,2207009,Oeiras,17999,19629,20740,21997
PI,2207108,Olho D'Água do Piauí,,943,1016,1064
PI,2207207,Padre Marcos,2332,2553,2744,2352
PI,2207306,Paes Landim,2043,2324,2468,2376
PI,2207355,Pajeú do Piauí,,1185,1412,1426
PI,2207405,Palmeira do Piauí,1164,1414,1584,1764
PI,2207504,Palmeirais,3830,4381,5093,5342
PI,2207553,Paquetá,,498,559,557
PI,2207603,Parnaguá,3597,4052,5236,5339
PI,2207702,Parnaíba,112586,124988,132591,137485
PI,2207751,Passagem Franca do Piauí,1954,2314,2158,2482
PI,2207777,Patos do Piauí,973,1200,1560,1689
PI,2207793,Pau D'Arco do Piauí,,,406,556
PI,2207801,Paulistana,7455,8939,9810,10656
PI,2207850,Pavussu,,1634,1916,1793
PI,2207900,Pedro II,19503,20917,21740,22666
PI,2207934,Pedro Laurentino,,448,721,819
PI,2207959,Nova Santa Rita,,402,719,704
PI,2208007,Picos,47741,52547,54648,58307
PI,2208106,Pimenteiras,3432,4152,4622,4795
PI,2208205,Pio IX,4469,4278,5018,5291
PI,2208304,Piracuruca,16712,17881,17614,19247
PI,2208403,Piripiri,41823,43537,42862,44540
PI,2208502,Porto,5872,6695,7385,7503
PI,2208551,Porto Alegre do Piauí,,1201,1620,1802
PI,2208601,Prata do Piauí,2141,2390,2635,2552
PI,2208650,Queimada Nova,424,729,1023,1156
PI,2208700,Redenção do Gurguéia,4275,4679,5236,5335
PI,2208809,Regeneração,12270,13241,13558,13805
PI,2208858,Riacho Frio,,1626,2019,2222
PI,2208874,Ribeira do Piauí,,523,813,1030
PI,2208908,Ribeiro Gonçalves,3068,2990,3555,4449
PI,2209005,Rio Grande do Piauí,3586,3967,3880,4094
PI,2209104,Santa Cruz do Piauí,3741,3854,3912,4067
PI,2209153,Santa Cruz dos Milagres,1303,1737,1894,2127
PI,2209203,Santa Filomena,2554,2521,3221,3544
PI,2209302,Santa Luz,2188,2581,2929,3109
PI,2209351,Santana do Piauí,1514,1753,1914,1939
PI,2209377,Santa Rosa do Piauí,3443,3452,3625,3655
PI,2209401,Santo Antônio de Lisboa,3202,3364,3601,3920
PI,2209450,Santo Antônio dos Milagres,,622,752,807
PI,2209500,Santo Inácio do Piauí,1682,1904,2177,2297
PI,2209559,São Braz do Piauí,901,935,1048,1021
PI,2209609,São Félix do Piauí,1629,1762,1663,1641
PI,2209658,São Francisco de Assis do Piauí,,705,1137,1429
PI,2209708,São Francisco do Piauí,1551,1787,1691,1983
PI,2209757,São Gonçalo do Gurguéia,,873,1101,1219
PI,2209807,São Gonçalo do Piauí,2722,3266,3178,3308
PI,2209856,São João da Canabrava,1246,1245,1270,1233
PI,2209872,São João da Fronteira,,1613,1753,2272
PI,2209906,São João da Serra,3058,3163,3503,3447
PI,2209955,São João da Varjota,,1055,1255,1389
PI,2209971,São João do Arraial,,2324,3484,3701
PI,2210003,São João do Piauí,10071,11353,12088,13470
PI,2210052,São José do Divino,1952,2195,2633,2710
PI,2210102,São José do Peixe,1801,1891,1848,1889
PI,2210201,São José do Piauí,1832,1898,2030,1929
PI,2210300,São Julião,2008,2134,2776,2328
PI,2210359,São Lourenço do Piauí,559,691,1099,1113
PI,2210375,São Luis do Piauí,,594,719,814
PI,2210383,São Miguel da Baixa Grande,,1247,1348,1358
PI,2210391,São Miguel do Fidalgo,,933,1037,1085
PI,2210409,São Miguel do Tapuio,7156,6595,7036,6675
PI,2210508,São Pedro do Piauí,6657,7103,7751,8195
PI,2210607,São Raimundo Nonato,15006,17202,19670,21266
PI,2210623,Sebastião Barros,,465,923,1112
PI,2210631,Sebastião Leal,,1408,1732,1922
PI,2210656,Sigefredo Pacheco,2002,2306,3032,3176
PI,2210706,Simões,3893,4542,5535,5689
PI,2210805,Simplício Mendes,6358,6673,6931,7163
PI,2210904,Socorro do Piauí,1256,1517,1732,1630
PI,2210938,Sussuapara,,1191,1414,1582
PI,2210953,Tamboril do Piauí,,1034,1505,1512
PI,2210979,Tanque do Piauí,,1087,1212,1239
PI,2211001,Teresina,613767,677470,735164,767557
PI,2211100,União,16158,16089,19952,20965
PI,2211209,Uruçuí,9953,11112,13204,15505
PI,2211308,Valença do Piauí,12431,14110,13917,15798
PI,2211357,Várzea Branca,590,949,1225,1147
PI,2211407,Várzea Grande,2476,2647,2582,2581
PI,2211506,Vera Mendes,,586,999,966
PI,2211605,Vila Nova do Piauí,,500,682,759
PI,2211704,Wall Ferraz,,979,1193,1166
PR,4100103,Abatiá,5482,5356,5338,5732
PR,4100202,Adrianópolis,1691,1613,1327,2060
PR,4100301,Agudos do Sul,919,1466,1727,2822
PR,4100400,Almirante Tamandaré,80058,84755,89172,98892
PR,4100459,Altamira do Paraná,1695,2119,1678,2135
PR,4100509,Altônia,11806,11704,14106,15094
PR,4100608,Alto Paraná,9386,10114,10565,11221
PR,4100707,Alto Piquiri,8905,8405,8513,8376
PR,4100806,Alvorada do Sul,5563,7015,6916,7338
PR,4100905,Amaporã,3743,3587,3971,4330
PR,4101002,Ampére,7805,10403,11628,13257
PR,4101051,Anahy,1498,1640,1969,2108
PR,4101101,Andirá,19038,19927,19847,19351
PR,4101150,Ângulo,1930,2150,2208,2253
PR,4101200,Antonina,15335,15837,14688,16063
PR,4101309,Antônio Olinto,623,612,631,687
PR,4101408,Apucarana,93595,100249,108498,114098
PR,4101507,Arapongas,69630,81790,93717,101851
PR,4101606,Arapoti,15281,17487,18548,21778
PR,4101655,Arapuã,,1209,1239,1334
PR,4101705,Araruna,6599,9134,9538,10475
PR,4101804,Araucária,68648,86111,101380,110205
PR,4101853,Ariranha do Ivaí,,697,836,904
PR,4101903,Assaí,14239,13517,13043,13587
PR,4102000,Assis Chateaubriand,27553,27052,27791,29013
PR,4102109,Astorga,20504,20476,21236,22559
PR,4102208,Atalaia,3062,3327,3024,3347
PR,4102307,Balsa Nova,2829,3186,3944,6870
PR,4102406,Bandeirantes,25567,27720,27785,28384
PR,4102505,Barbosa Ferraz,10334,9735,10106,9581
PR,4102604,Barracão,5531,5825,6346,7008
PR,4102703,Barra do Jacaré,1569,1693,1825,1851
PR,4102752,Bela Vista da Caroba,,757,804,1041
PR,4102802,Bela Vista do Paraíso,13302,13860,13747,14196
PR,4102901,Bituruna,6734,7506,7466,9899
PR,4103008,Boa Esperança,2731,2579,2453,2640
PR,4103024,Boa Esperança do Iguaçu,572,564,867,953
PR,4103040,Boa Ventura de São Roque,,1080,1359,1544
PR,4103057,Boa Vista da Aparecida,4165,4565,4541,4900
PR,4103107,Bocaiúva do Sul,3061,3562,4402,5128
PR,4103156,Bom Jesus do Sul,,382,542,933
PR,4103206,Bom Sucesso,4325,4724,5239,5329
PR,4103222,Bom Sucesso do Sul,1186,1307,1329,1581
PR,4103305,Borrazópolis,5602,6432,5855,5809
PR,4103354,Braganey,2804,2780,3156,3417
PR,4103370,Brasilândia do Sul,2383,2367,2243,2180
PR,4103404,Cafeara,1717,1781,2059,2195
PR,4103453,Cafelândia,7562,8551,10711,12348
PR,4103479,Cafezal do Sul,2897,3069,3149,3325
PR,4103503,Califórnia,4571,5664,5641,6028
PR,4103602,Cambará,18745,20022,19371,22365
PR,4103701,Cambé,74380,81942,89365,92952
PR,4103800,Cambira,3693,4194,4919,5475
PR,4103909,Campina da Lagoa,13071,12692,12752,12557
PR,4103958,Campina do Simão,,1261,1412,1388
PR,4104006,Campina Grande do Sul,22984,25973,27281,31961
PR,4104055,Campo Bonito,2112,2260,2425,2580
PR,4104105,Campo do Tenente,2282,3451,3871,4194
PR,4104204,Campo Largo,63747,77223,87912,94171
PR,4104253,Campo Magro,,2501,17812,19547
PR,4104303,Campo Mourão,73535,74754,77796,82676
PR,4104402,Cândido de Abreu,4526,4684,4634,4752
PR,4104428,Candói,3383,5158,6542,7026
PR,4104451,Cantagalo,6946,7312,7891,8509
PR,4104501,Capanema,8339,9311,10074,11150
PR,4104600,Capitão Leônidas Marques,8999,9753,9892,11490
PR,4104659,Carambeí,,10494,12609,13918
PR,4104709,Carlópolis,6373,8347,8635,9353
PR,4104808,Cascavel,205392,228673,,270049
PR,4104907,Castro,43997,43250,47294,49266
PR,4105003,Catanduvas,4601,4944,5070,5342
PR,4105102,Centenário do Sul,10042,9237,9229,9334
PR,4105201,Cerro Azul,4089,3916,5733,4808
PR,4105300,Céu Azul,6834,7197,7958,8387
PR,4105409,Chopinzinho,8045,10529,11040,12508
PR,4105508,Cianorte,43924,49644,57321,62282
PR,4105607,Cidade Gaúcha,7720,7681,8586,9176
PR,4105706,Clevelândia,14647,14814,14694,14758
PR,4105805,Colombo,145988,174962,,203203
PR,4105904,Colorado,17193,18772,19319,21005
PR,4106001,Congonhinhas,4220,4704,4811,4834
PR,4106100,Conselheiro Mairinck,2442,2406,2471,2515
PR,4106209,Contenda,5469,6320,7983,9231
PR,4106308,Corbélia,12221,12542,13069,13976
PR,4106407,Cornélio Procópio,40018,42683,43865,44308
PR,4106456,Coronel Domingos Soares,,797,1440,1753
PR,4106506,Coronel Vivida,13481,14732,14794,15445
PR,4106555,Corumbataí do Sul,1958,1998,2151,2127
PR,4106571,Cruzeiro do Iguaçu,1989,2214,2352,2623
PR,4106605,Cruzeiro do Oeste,16752,16056,17153,17667
PR,4106704,Cruzeiro do Sul,2912,2834,2834,3404
PR,4106803,Cruz Machado,3308,3459,4037,6057
PR,4106852,Cruzmaltina,,1181,1242,1503
PR,4106902,Curitiba,1476253,1587315,,1751907
PR,4107009,Curiúva,5713,7026,9202,9573
PR,4107108,Diamante do Norte,4393,4612,4544,4551
PR,4107124,Diamante do Sul,912,1115,1380,1405
PR,4107157,Diamante D'Oeste,2285,2480,2318,2561
PR,4107207,Dois Vizinhos,21669,22382,25142,28095
PR,4107256,Douradina,3408,3717,4013,5236
PR,4107306,Doutor Camargo,4707,4679,4781,5109
PR,4107405,Enéas Marques,1385,1250,1547,2126
PR,4107504,Engenheiro Beltrão,8481,11129,11451,12278
PR,4107520,Esperança Nova,,753,696,752
PR,4107538,Entre Rios do Oeste,1172,1991,2299,2642
PR,4107546,Espigão Alto do Iguaçu,,1572,1753,1646
PR,4107553,Farol,1923,1944,2070,2018
PR,4107603,Faxinal,11690,12556,11318,12739
PR,4107652,Fazenda Rio Grande,40499,59196,69781,75928
PR,4107702,Fênix,4033,3836,3965,3995
PR,4107736,Fernandes Pinheiro,,1965,1917,2094
PR,4107751,Figueira,7083,7642,7067,7091
PR,4107801,Floraí,4216,4511,4471,4472
PR,4107850,Flor da Serra do Sul,410,590,1228,1644
PR,4107900,Floresta,3684,4386,4014,5470
PR,4108007,Florestópolis,8188,10238,10374,10544
PR,4108106,Flórida,1943,2181,2060,2322
PR,4108205,Formosa do Oeste,5097,5030,4741,4970
PR,4108304,Foz do Iguaçu,228326,256524,,253962
PR,4108320,Francisco Alves,4230,4110,4050,4234
PR,4108403,Francisco Beltrão,52031,54831,60798,67449
PR,4108452,Foz do Jordão,,4312,4071,3927
PR,4108502,General Carneiro,7486,8903,9954,9569
PR,4108551,Godoy Moreira,1462,1468,1577,1547
PR,4108601,Goioerê,28828,24534,24991,25242
PR,4108650,Goioxim,,1832,2345,1756
PR,4108700,Grandes Rios,4630,3800,3764,3560
PR,4108809,Guaíra,22169,24878,25607,28206
PR,4108908,Guairaçá,3869,4098,4534,4959
PR,4108957,Guamiranga,,1628,1550,2236
PR,4109005,Guapirama,2782,2917,2654,2900
PR,4109104,Guaporema,1045,970,1187,1281
PR,4109203,Guaraci,3948,3809,4015,4200
PR,4109302,Guaraniaçu,8377,8126,7946,7804
PR,4109401,Guarapuava,132857,141694,150157,152993
PR,4109500,Guaraqueçaba,2259,2582,2625,2683
PR,4109609,Guaratuba,27854,23156,27156,28805
PR,4109658,Honório Serpa,673,1443,1352,1988
PR,4109708,Ibaiti,14990,19707,21966,23116
PR,4109757,Ibema,4143,4438,4706,4941
PR,4109807,Ibiporã,34449,39141,42454,45895
PR,4109906,Icaraíma,6737,6519,6383,6240
PR,4110003,Iguaraçu,2904,2814,3103,3559
PR,4110052,Iguatu,1122,1227,1369,1438
PR,4110078,Imbaú,,5483,6929,7060
PR,4110102,Imbituva,11218,14781,16868,17888
PR,4110201,Inácio Martins,4182,4078,6049,6288
PR,4110300,Inajá,2348,2305,2273,2761
PR,4110409,Indianópolis,2319,2435,2527,3147
PR,4110508,Ipiranga,3675,3996,4724,4889
PR,4110607,Iporã,12615,11508,11554,11777
PR,4110656,Iracema do Oeste,2038,2131,1943,2002
PR,4110706,Irati,33788,39306,42196,44932
PR,4110805,Iretama,5755,6156,5795,6187
PR,4110904,Itaguajé,3206,3586,3408,3636
PR,4110953,Itaipulândia,2092,3757,4478,4741
PR,4111001,Itambaracá,4983,5303,5110,5080
PR,4111100,Itambé,3631,5378,5266,5674
PR,4111209,Itapejara d'Oeste,4108,4961,6563,6987
PR,4111258,Itaperuçu,9008,16234,17988,19956
PR,4111308,Itaúna do Sul,3208,2790,2492,2549
PR,4111407,Ivaí,3451,3708,4432,4629
PR,4111506,Ivaiporã,28183,25889,26397,27438
