Sigla,Codigo,Munic’pio,1991,2000
RS,4317251,Santa Tereza,542,551
RS,4317301,Santa Vit—ria do Palmar,21912,27952
RS,4317400,Santiago,40343,45084
RS,4317509,Santo ångelo,60682,64900
RS,4317558,Santo Ant™nio do Palma,209,484
RS,4317608,Santo Ant™nio da Patrulha,20073,23483
RS,4317707,Santo Ant™nio das Miss›es,5742,7081
RS,4317756,Santo Ant™nio do Planalto,597,905
RS,4317806,Santo Augusto,9026,11044
RS,4317905,Santo Cristo,5491,7284
RS,4317954,Santo Expedito do Sul,524,703
RS,4318002,S‹o Borja,52059,57273
RS,4318051,S‹o Domingos do Sul,1015,1481
RS,4318101,S‹o Francisco de Assis,12482,13728
RS,4318200,S‹o Francisco de Paula,11191,12269
RS,4318309,S‹o Gabriel,47967,53197
RS,4318408,S‹o Jer™nimo,13181,15611
RS,4318424,S‹o Jo‹o da Urtiga,1222,1743
RS,4318432,S‹o Jo‹o do Polêsine,913,1061
RS,4318440,S‹o Jorge,864,1188
RS,4318457,S‹o Jos_ das Miss›es,362,683
RS,4318465,S‹o Jos_ do Herval,469,730
RS,4318481,S‹o Jos_ do Hortêncio,1009,2093
RS,4318499,S‹o Jos_ do Inhacor‡,326,728
RS,4318507,S‹o Jos_ do Norte,13510,17294
RS,4318606,S‹o Jos_ do Ouro,3529,4313
RS,4318614,S‹o Jos_ do Sul,,
RS,4318622,S‹o Jos_ dos Ausentes,1020,1516
RS,4318705,S‹o Leopoldo,160358,192895
RS,4318804,S‹o Lourenço do Sul,18918,23463
RS,4318903,S‹o Luiz Gonzaga,33564,32752
RS,4319000,S‹o Marcos,12412,15694
RS,4319109,S‹o Martinho,3048,3010
RS,4319125,S‹o Martinho da Serra,368,780
RS,4319158,S‹o Miguel das Miss›es,1720,3088
RS,4319208,S‹o Nicolau,3782,4010
RS,4319307,S‹o Paulo das Miss›es,1949,1996
RS,4319356,S‹o Pedro da Serra,1058,1201
RS,4319364,S‹o Pedro das Miss›es,,
RS,4319372,S‹o Pedro do Buti‡,470,985
RS,4319406,S‹o Pedro do Sul,9731,11831
RS,4319505,S‹o Sebasti‹o do Ca’,11952,15957
RS,4319604,S‹o Sep_,17892,18926
RS,4319703,S‹o Valentim,1468,1573
RS,4319711,S‹o Valentim do Sul,310,581
RS,4319737,S‹o Val_rio do Sul,671,461
RS,4319752,S‹o Vendelino,519,1067
RS,4319802,S‹o Vicente do Sul,4331,5292
RS,4319901,Sapiranga,51548,65785
RS,4320008,Sapucaia do Sul,104486,121813
RS,4320107,Sarandi,10867,14262
RS,4320206,Seberi,4357,5432
RS,4320230,Sede Nova,1391,1440
RS,4320263,Segredo,1221,1684
RS,4320305,Selbach,2054,2788
RS,4320321,Senador Salgado Filho,320,632
RS,4320354,Sentinela do Sul,579,1183
RS,4320404,Serafina Corrêa,5437,8416
RS,4320453,S_rio,437,568
RS,4320503,Sert‹o,3192,3697
RS,4320552,Sert‹o Santana,796,912
RS,4320578,Sete de Setembro,285,386
RS,4320602,Severiano de Almeida,957,1165
RS,4320651,Silveira Martins,737,1044
RS,4320677,Sinimbu,1469,1194
RS,4320701,Sobradinho,9428,11670
RS,4320800,Soledade,20751,23356
RS,4320859,Taba’,36,1046
RS,4320909,Tapejara,8365,11641
RS,4321006,Tapera,7277,8616
RS,4321105,Tapes,11052,13876
RS,4321204,Taquara,35100,43125
RS,4321303,Taquari,15840,20792
RS,4321329,Taquaruçu do Sul,790,928
RS,4321352,Tavares,1748,2604
RS,4321402,Tenente Portela,8588,8520
RS,4321436,Terra de Areia,3933,5072
RS,4321451,Teut™nia,11636,17358
RS,4321469,Tio Hugo,,
RS,4321477,Tiradentes do Sul,1204,1521
RS,4321493,Toropi,208,395
RS,4321501,Torres,20666,27556
RS,4321600,Tramanda’,18171,29688
RS,4321626,Travesseiro,675,827
RS,4321634,Três Arroios,509,794
RS,4321667,Três Cachoeiras,3529,4731
RS,4321709,Três Coroas,11862,17067
RS,4321808,Três de Maio,15631,17725
RS,4321832,Três Forquilhas,213,267
RS,4321857,Três Palmeiras,822,1720
RS,4321907,Três Passos,17267,18144
RS,4321956,Trindade do Sul,1503,2141
RS,4322004,Triunfo,9980,12887
RS,4322103,Tucunduva,3112,3847
RS,4322152,Tunas,641,1310
RS,4322186,Tupanci do Sul,268,459
RS,4322202,Tupanciret‹,15478,16958
RS,4322251,Tupandi,632,2006
RS,4322301,Tuparendi,4333,5107
RS,4322327,Turuçu,1189,1638
RS,4322343,Ubiretama,207,474
RS,4322350,Uni‹o da Serra,235,286
RS,4322376,Unistalda,619,829
RS,4322400,Uruguaiana,104405,118538
RS,4322509,Vacaria,43980,52425
RS,4322525,Vale Verde,443,679
RS,4322533,Vale do Sol,1011,720
RS,4322541,Vale Real,1645,3696
RS,4322558,Vanini,671,844
RS,4322608,Ven‰ncio Aires,25399,36193
RS,4322707,Vera Cruz,7141,9901
RS,4322806,Veran—polis,11637,16020
RS,4322855,Vespasiano Correa,262,336
RS,4322905,Viadutos,2054,2434
RS,4323002,Viam‹o,167650,211612
RS,4323101,Vicente Dutra,1940,2307
RS,4323200,Victor Graeff,981,1366
RS,4323309,Vila Flores,694,1045
RS,4323358,Vila L‰ngaro,211,230
RS,4323408,Vila Maria,1067,1638
RS,4323457,Vila Nova do Sul,1303,1866
RS,4323507,Vista Alegre,700,1023
RS,4323606,Vista Alegre do Prata,280,362
RS,4323705,Vista Gaœcha,380,520
RS,4323754,Vit—ria das Miss›es,483,592
RS,4323770,Westfalia,,
RS,4323804,Xangri-l‡,5735,7624
RS,4399919,Santa Cristina do Pinhal,,
RS,4399929,Santa Izabel,,
SC,4200051,Abdon Batista,416,713
SC,4200101,Abelardo Luz,5712,7228
SC,4200200,Agrol‰ndia,3650,4634
SC,4200309,Agron™mica,701,872
SC,4200408,çgua Doce,2678,3148
SC,4200507,çguas de Chapec—,1884,2202
SC,4200556,çguas Frias,364,517
SC,4200606,çguas Mornas,1042,1715
SC,4200705,Alfredo Wagner,2172,2473
SC,4200754,Alto Bela Vista,981,522
SC,4200804,Anchieta,3304,2443
SC,4200903,Angelina,733,1015
SC,4201000,Anita Garibaldi,3477,4188
SC,4201109,Anit‡polis,1030,1114
SC,4201208,Ant™nio Carlos,977,1760
SC,4201257,Apiœna,2739,3606
SC,4201273,Arabut‹,1944,971
SC,4201307,Araquari,9872,22000
SC,4201406,Ararangu‡,37230,45052
SC,4201505,Armaz_m,1940,2625
SC,4201604,Arroio Trinta,1532,2097
SC,4201653,Arvoredo,1077,411
SC,4201703,Ascurra,4638,6119
SC,4201802,Atalanta,980,1133
SC,4201901,Aurora,661,1482
SC,4201950,Balne‡rio Arroio do Silva,2261,5876
SC,4202008,Balne‡rio Camboriœ,42038,73455
SC,4202057,Balne‡rio Barra do Sul,3756,6032
SC,4202073,Balne‡rio Gaivota,1702,2977
SC,4202081,Bandeirante,1472,741
SC,4202099,Barra Bonita,981,256
SC,4202107,Barra Velha,9295,14566
SC,4202131,Bela Vista do Toldo,414,570
SC,4202156,Belmonte,1199,952
SC,4202206,Benedito Novo,3673,4901
SC,4202305,Biguaçu,28783,42907
SC,4202404,Blumenau,185875,241943
SC,4202438,Bocaina do Sul,220,415
SC,4202453,Bombinhas,4953,8716
SC,4202503,Bom Jardim da Serra,2067,2123
SC,4202537,Bom Jesus,519,989
SC,4202578,Bom Jesus do Oeste,306,376
SC,4202602,Bom Retiro,4047,5336
SC,4202701,Botuver‡,521,803
SC,4202800,Braço do Norte,11227,17879
SC,4202859,Braço do Trombudo,910,1622
SC,4202875,Brun—polis,760,707
SC,4202909,Brusque,53488,73256
SC,4203006,Caçador,43237,55542
SC,4203105,Caibi,2355,3060
SC,4203154,Calmon,901,1392
SC,4203204,Camboriœ,21388,39427
SC,4203253,Cap‹o Alto,349,604
SC,4203303,Campo Alegre,5522,6871
SC,4203402,Campo Belo do Sul,3645,4440
SC,4203501,Campo Erê,5190,5756
SC,4203600,Campos Novos,16840,22556
SC,4203709,Canelinha,3726,4292
SC,4203808,Canoinhas,36418,37904
SC,4203907,Capinzal,9574,15460
SC,4203956,Capivari de Baixo,15057,17436
SC,4204004,Catanduvas,4431,5304
SC,4204103,Caxambu do Sul,1963,2054
SC,4204152,Celso Ramos,750,638
SC,4204178,Cerro Negro,342,694
SC,4204194,Chapad‹o do Lageado,209,289
SC,4204202,Chapec—,95743,134592
SC,4204251,Cocal do Sul,9566,11407
SC,4204301,Conc—rdia,29473,45254
SC,4204350,Cordilheira Alta,426,303
SC,4204400,Coronel Freitas,3489,4494
SC,4204459,Coronel Martins,1021,458
SC,4204509,Corup‡,7264,8727
SC,4204558,Correia Pinto,13593,12046
SC,4204608,Criciœma,132313,153049
SC,4204707,Cunha Por‹,4565,5287
SC,4204756,Cunhata’,0,335
SC,4204806,Curitibanos,28762,32438
SC,4204905,Descanso,4229,3885
SC,4205001,Dion’sio Cerqueira,5233,8610
SC,4205100,Dona Emma,983,1368
SC,4205159,Doutor Pedrinho,1360,1669
SC,4205175,Entre Rios,573,751
SC,4205191,Ermo,384,593
SC,4205209,Erval Velho,2080,2160
SC,4205308,Faxinal dos Guedes,5068,7044
SC,4205357,Flor do Sert‹o,134,195
SC,4205407,Florian—polis,242989,332185
SC,4205431,Formosa do Sul,729,891
SC,4205456,Forquilhinha,4416,14556
SC,4205506,Fraiburgo,19685,27623
SC,4205555,Frei Rog_rio,235,487
SC,4205605,Galv‹o,2109,2494
SC,4205704,Garopaba,5223,10722
SC,4205803,Garuva,5956,8256
SC,4205902,Gaspar,23364,29601
SC,4206009,Governador Celso Ramos,7472,10842
SC,4206108,Gr‹o Par‡,2008,2674
SC,4206207,Gravatal,2256,3864
SC,4206306,Guabiruba,5841,12048
SC,4206405,Guaraciaba,5113,4365
SC,4206504,Guaramirim,13874,19012
SC,4206603,Guaruj‡ do Sul,1835,2271
SC,4206652,Guatambœ,266,983
SC,4206702,Herval d'Oeste,14230,17140
SC,4206751,Ibiam,331,501
SC,4206801,Ibicar_,995,1240
SC,4206900,Ibirama,9657,13115
SC,4207007,Içara,27367,39570
SC,4207106,Ilhota,5504,6445
SC,4207205,Imaru’,4221,3909
SC,4207304,Imbituba,26604,34527
SC,4207403,Imbuia,1521,1955
SC,4207502,Indaial,28687,38382
SC,4207577,Iomerê,674,683
SC,4207601,Ipira,1211,2214
SC,4207650,Ipor‹ do Oeste,2222,2851
SC,4207684,Ipuaçu,546,967
SC,4207700,Ipumirim,1800,2484
SC,4207759,Iraceminha,1142,1222
SC,4207809,Irani,3291,5058
SC,4207858,Irati,589,412
SC,4207908,Irine—polis,2646,2964
SC,4208005,It‡,3161,3422
SC,4208104,Itai—polis,7080,8757
SC,4208203,Itaja’,114555,141950
SC,4208302,Itapema,11248,24781
SC,4208401,Itapiranga,4536,5382
SC,4208450,Itapo‡,3309,8191
SC,4208500,Ituporanga,9595,11664
SC,4208609,Jabor‡,1156,1362
SC,4208708,Jacinto Machado,3602,4538
SC,4208807,Jaguaruna,8242,10238
SC,4208906,Jaragu‡ do Sul,62565,96320
SC,4208955,Jardin—polis,0,815
SC,4209003,Joaçaba,19624,21688
SC,4209102,Joinville,340591,414972
SC,4209151,Jos_ Boiteux,866,1466
SC,4209177,Jupi‡,518,671
SC,4209201,Lacerd—polis,836,983
SC,4209300,Lages,136384,153582
SC,4209409,Laguna,33315,37284
SC,4209458,Lajeado Grande,230,476
SC,4209508,Laurentino,2288,3238
SC,4209607,Lauro Muller,9818,9923
SC,4209706,Lebon R_gis,4415,6980
SC,4209805,Leoberto Leal,481,457
SC,4209854,Lind—ia do Sul,1172,1321
SC,4209904,Lontras,4417,5309
SC,4210001,Luiz Alves,1575,2124
SC,4210035,Luzerna,3587,3964
SC,4210050,Macieira,255,304
SC,4210100,Mafra,32952,37713
SC,4210209,Major Gercino,1104,977
SC,4210308,Major Vieira,1825,2199
SC,4210407,Maracaj‡,2497,3521
SC,4210506,Maravilha,11829,14226
SC,4210555,Marema,783,941
SC,4210605,Massaranduba,3703,4629
SC,4210704,Matos Costa,981,1250
SC,4210803,Meleiro,2431,3207
SC,4210852,Mirim Doce,895,1158
SC,4210902,Modelo,1678,2201
SC,4211009,Monda’,3547,4049
SC,4211058,Monte Carlo,4015,7305
SC,4211108,Monte Castelo,4127,4573
SC,4211207,Morro da Fumaça,8752,11154
SC,4211256,Morro Grande,616,737
SC,4211306,Navegantes,20498,36650
SC,4211405,Nova Erechim,1288,1720
SC,4211454,Nova Itaberaba,316,425
SC,4211504,Nova Trento,5236,6673
SC,4211603,Nova Veneza,4578,7199
SC,4211652,Novo Horizonte,282,723
SC,4211702,Orleans,8915,12813
SC,4211751,Otac’lio Costa,9988,12811
SC,4211801,Ouro,3088,4165
SC,4211850,Ouro Verde,439,625
SC,4211876,Paial,959,259
SC,4211892,Painel,622,824
SC,4211900,Palhoça,65791,97914
SC,4212007,Palma Sola,2743,3192
SC,4212056,Palmeira,607,771
SC,4212106,Palmitos,6859,8006
SC,4212205,Papanduva,6817,7953
SC,4212239,Para’so,2222,1302
SC,4212254,Passo de Torres,2184,3522
SC,4212270,Passos Maia,422,748
SC,4212304,Paulo Lopes,2818,3554
SC,4212403,Pedras Grandes,745,865
SC,4212502,Penha,10513,15993
SC,4212601,Peritiba,1510,1317
SC,4212650,Pescaria Brava,,
SC,4212700,Petrol‰ndia,1394,1811
SC,4212809,Piçarras,5446,8615
SC,4212908,Pinhalzinho,6695,9313
SC,4213005,Pinheiro Preto,789,1141
SC,4213104,Piratuba,1338,2710
SC,4213153,Planalto Alegre,429,739
SC,4213203,Pomerode,13747,18713
SC,4213302,Ponte Alta,3045,3783
SC,4213351,Ponte Alta do Norte,1635,2338
SC,4213401,Ponte Serrada,5129,7230
SC,4213500,Porto Belo,6083,9973
SC,4213609,Porto Uni‹o,22638,26579
SC,4213708,Pouso Redondo,4368,6368
SC,4213807,Praia Grande,3321,3937
SC,4213906,Presidente Castelo Branco,462,457
SC,4214003,Presidente Getœlio,6310,7867
SC,4214102,Presidente Nereu,776,776
SC,4214151,Princesa,441,568
SC,4214201,Quilombo,2871,4697
SC,4214300,Rancho Queimado,937,1103
SC,4214409,Rio das Antas,1837,2226
SC,4214508,Rio do Campo,1807,2288
SC,4214607,Rio do Oeste,1935,2626
SC,4214706,Rio dos Cedros,2504,3758
SC,4214805,Rio do Sul,42766,48418
SC,4214904,Rio Fortuna,1000,1213
SC,4215000,Rio Negrinho,24778,32650
SC,4215059,Rio Rufino,308,553
SC,4215075,Riqueza,923,1277
SC,4215109,Rodeio,6056,8866
SC,4215208,Romel‰ndia,3007,2120
SC,4215307,Salete,3176,4583
SC,4215356,Saltinho,625,899
SC,4215406,Salto Veloso,2133,2834
SC,4215455,Sang‹o,1872,3624
SC,4215505,Santa Cec’lia,7997,11617
SC,4215554,Santa Helena,1199,740
SC,4215604,Santa Rosa de Lima,332,423
SC,4215653,Santa Rosa do Sul,1667,3042
SC,4215679,Santa Terezinha,418,1142
SC,4215687,Santa Terezinha do Progresso,329,426
SC,4215695,Santiago do Sul,454,521
SC,4215703,Santo Amaro da Imperatriz,7701,12536
SC,4215752,S‹o Bernardino,246,529
SC,4215802,S‹o Bento do Sul,45341,61826
SC,4215901,S‹o Bonif‡cio,656,682
SC,4216008,S‹o Carlos,4955,5347
SC,4216057,S‹o Cristov‹o do Sul,2057,2719
SC,4216107,S‹o Domingos,4080,5430
SC,4216206,S‹o Francisco do Sul,21425,29930
SC,4216255,S‹o Jo‹o do Oeste,824,1494
SC,4216305,S‹o Jo‹o Batista,8281,11273
SC,4216354,S‹o Jo‹o do Itaperiœ,1397,1454
SC,4216404,S‹o Jo‹o do Sul,847,1143
SC,4216503,S‹o Joaquim,14722,16129
SC,4216602,S‹o Jos_,124411,171230
SC,4216701,S‹o Jos_ do Cedro,5389,6659
SC,4216800,S‹o Jos_ do Cerrito,1808,2152
SC,4216909,S‹o Lourenço do Oeste,9896,13407
SC,4217006,S‹o Ludgero,2970,5995
SC,4217105,S‹o Martinho,723,888
SC,4217154,S‹o Miguel da Boa Vista,143,331
SC,4217204,S‹o Miguel do Oeste,14973,27392
SC,4217253,S‹o Pedro de Alc‰ntara,396,2096
SC,4217303,Saudades,2297,2897
SC,4217402,Schroeder,3526,9402
SC,4217501,Seara,7705,10263
SC,4217550,Serra Alta,714,1201
SC,4217600,Sider—polis,7798,9103
SC,4217709,Sombrio,13098,15925
SC,4217758,Sul Brasil,540,744
SC,4217808,Tai—,6938,7887
SC,4217907,Tangar‡,3752,4233
SC,4217956,Tigrinhos,65,213
SC,4218004,Tijucas,14334,18711
SC,4218103,Timb_ do Sul,1320,1683
SC,4218202,Timb—,19155,26783
SC,4218251,Timb— Grande,948,2775
SC,4218301,Três Barras,12490,14223
SC,4218350,Treviso,1016,1561
SC,4218400,Treze de Maio,1199,1764
SC,4218509,Treze T’lias,1788,2907
SC,4218608,Trombudo Central,2870,3154
SC,4218707,Tubar‹o,68207,69925
SC,4218756,Tun‡polis,1047,1217
SC,4218806,Turvo,4311,5637
SC,4218855,Uni‹o do Oeste,584,994
SC,4218905,Urubici,5213,6661
SC,4218954,Urupema,1187,1185
SC,4219002,Urussanga,9637,10650
SC,4219101,Varge‹o,1103,1380
SC,4219150,Vargem,412,651
SC,4219176,Vargem Bonita,612,2199
SC,4219200,Vidal Ramos,1417,1497
SC,4219309,Videira,26560,35787
SC,4219358,Vitor Meireles,447,1098
SC,4219408,Witmarsum,487,612
SC,4219507,Xanxerê,27247,32385
SC,4219606,Xavantina,884,946
SC,4219705,Xaxim,10271,16058
SC,4219853,Zort_a,1585,2053
SC,4220000,Balne‡rio Rinc‹o,,
SC,4299919,S‹o Miguel,,
SE,2800100,Amparo de S‹o Francisco,1049,1205
SE,2800209,Aquidab‹,7643,9647
SE,2800308,Aracaju,402341,461534
SE,2800407,Arau‡,3581,4017
SE,2800506,Areia Branca,3846,6809
SE,2800605,Barra dos Coqueiros,7442,15176
SE,2800670,Boquim,13151,14975
SE,2800704,Brejo Grande,3433,3947
SE,2801009,Campo do Brito,4911,6916
SE,2801108,Canhoba,1353,1595
SE,2801207,Canind_ de S‹o Francisco,5322,9303
SE,2801306,Capela,14721,16095
SE,2801405,Carira,7415,9443
SE,2801504,Carm—polis,5361,7606
SE,2801603,Cedro de S‹o Jo‹o,4021,4650
SE,2801702,Cristin‡polis,4921,6445
SE,2801900,Cumbe,1822,2130
SE,2802007,Divina Pastora,1555,1849
SE,2802106,Est‰ncia,44356,50854
SE,2802205,Feira Nova,2005,3127
SE,2802304,Frei Paulo,4873,6330
SE,2802403,Gararu,2379,2988
SE,2802502,General Maynard,1340,1565
SE,2802601,Gracho Cardoso,1855,2540
SE,2802700,Ilha das Flores,3181,3796
SE,2802809,Indiaroba,3923,4681
SE,2802908,Itabaiana,41045,55472
SE,2803005,Itabaianinha,12131,15559
SE,2803104,Itabi,2438,2638
SE,2803203,Itaporanga d'Ajuda,7078,9159
SE,2803302,Japaratuba,6190,7212
SE,2803401,Japoat‹,3325,3866
SE,2803500,Lagarto,32538,40527
SE,2803609,Laranjeiras,16020,21213
SE,2803708,Macambira,1360,2166
SE,2803807,Malhada dos Bois,1024,1331
SE,2803906,Malhador,4327,4867
SE,2804003,Maruim,11105,11666
SE,2804102,Moita Bonita,2495,3633
SE,2804201,Monte Alegre de Sergipe,5030,6468
SE,2804300,Muribeca,2369,2763
SE,2804409,Ne—polis,9124,10501
SE,2804458,Nossa Senhora Aparecida,1468,2377
SE,2804508,Nossa Senhora da Gl—ria,13675,17137
SE,2804607,Nossa Senhora das Dores,10982,13524
SE,2804706,Nossa Senhora de Lourdes,1969,2965
SE,2804805,Nossa Senhora do Socorro,67516,131279
SE,2804904,Pacatuba,2017,2533
SE,2805000,Pedra Mole,839,1100
SE,2805109,Pedrinhas,4881,5398
SE,2805208,Pinh‹o,2387,3133
SE,2805307,Pirambu,2626,4148
SE,2805406,Poço Redondo,4682,6360
SE,2805505,Poço Verde,7849,10498
SE,2805604,Porto da Folha,7078,8712
SE,2805703,Propri‡,21944,23567
SE,2805802,Riach‹o do Dantas,3330,4270
SE,2805901,Riachuelo,5405,6707
SE,2806008,Ribeir—polis,7875,10095
SE,2806107,Ros‡rio do Catete,4454,5656
SE,2806206,Salgado,3629,4983
SE,2806305,Santa Luzia do Itanhy,1868,2585
SE,2806404,Santana do S‹o Francisco,0,4051
SE,2806503,Santa Rosa de Lima,1748,1960
SE,2806602,Santo Amaro das Brotas,7723,8082
SE,2806701,S‹o Crist—v‹o,46233,63116
SE,2806800,S‹o Domingos,3049,3904
SE,2806909,S‹o Francisco,1737,2166
SE,2807006,S‹o Miguel do Aleixo,1204,1479
SE,2807105,Sim‹o Dias,13138,16818
SE,2807204,Siriri,2323,2726
SE,2807303,Telha,837,1063
SE,2807402,Tobias Barreto,21882,27500
SE,2807501,Tomar do Geru,3027,4135
SE,2807600,Umbaœba,8103,10935
SP,3500105,Adamantina,27662,30368
SP,3500204,Adolfo,2437,3071
SP,3500303,Agua’,19230,24708
SP,3500402,çguas da Prata,5258,6075
SP,3500501,çguas de Lind—ia,11359,15463
SP,3500550,çguas de Santa B‡rbara,2441,3878
SP,3500600,çguas de S‹o Pedro,1697,1883
SP,3500709,Agudos,27299,30692
SP,3500758,Alambari,604,2444
SP,3500808,Alfredo Marcondes,2290,2672
SP,3500907,Altair,2168,2550
SP,3501004,Altin—polis,9549,12547
SP,3501103,Alto Alegre,2614,3017
SP,3501152,Alum’nio,11002,13727
SP,3501202,çlvares Florence,2408,2654
SP,3501301,çlvares Machado,15387,20096
SP,3501400,çlvaro de Carvalho,1796,2437
SP,3501509,Alvinl‰ndia,1902,2431
SP,3501608,Americana,153653,182159
SP,3501707,Am_rico Brasiliense,18215,27641
SP,3501806,Am_rico de Campos,3658,4388
SP,3501905,Amparo,41419,43357
SP,3502002,Anal‰ndia,1592,2650
SP,3502101,Andradina,47550,50836
SP,3502200,Angatuba,10466,13240
SP,3502309,Anhembi,2121,3265
SP,3502408,Anhumas,1882,2507
SP,3502507,Aparecida,32570,34382
SP,3502606,Aparecida d'Oeste,3409,3665
SP,3502705,Apia’,14946,16648
SP,3502754,Araçariguama,3680,7240
SP,3502804,Araçatuba,147027,164449
SP,3502903,Araçoiaba da Serra,8868,13679
SP,3503000,Aramina,2916,4145
SP,3503109,Arandu,2947,4022
SP,3503158,Arape’,1509,1899
SP,3503208,Araraquara,152533,173569
SP,3503307,Araras,79111,97860
SP,3503356,Arco-êris,992,1068
SP,3503406,Arealva,4203,5245
SP,3503505,Areias,1746,2452
SP,3503604,Arei—polis,7869,8560
SP,3503703,Ariranha,4949,6884
SP,3503802,Artur Nogueira,11901,30464
SP,3503901,Aruj‡,34333,56630
SP,3503950,Asp‡sia,1058,1175
SP,3504008,Assis,72118,83388
SP,3504107,Atibaia,74751,96874
SP,3504206,Auriflama,10184,11888
SP,3504305,Ava’,2457,3196
SP,3504404,Avanhandava,6876,8100
SP,3504503,Avar_,56264,72387
SP,3504602,Bady Bassitt,3951,10274
SP,3504701,Balbinos,769,1062
SP,3504800,B‡lsamo,5483,6338
SP,3504909,Bananal,6078,7187
SP,3505005,Bar‹o de Antonina,1576,1648
SP,3505104,Barbosa,3905,4875
SP,3505203,Bariri,21469,26050
SP,3505302,Barra Bonita,29064,34537
SP,3505351,Barra do Chap_u,1127,1448
SP,3505401,Barra do Turvo,1987,2880
SP,3505500,Barretos,89311,98860
SP,3505609,Barrinha,18330,23944
SP,3505708,Barueri,125121,208281
SP,3505807,Bastos,15191,17040
SP,3505906,Batatais,39902,48285
SP,3506003,Bauru,255669,310442
SP,3506102,Bebedouro,61996,69964
SP,3506201,Bento de Abreu,1875,1948
SP,3506300,Bernardino de Campos,8139,9326
SP,3506359,Bertioga,28648,29178
SP,3506409,Bilac,4414,5372
SP,3506508,Birigui,70567,91018
SP,3506607,Biritiba-Mirim,14759,20778
SP,3506706,Boa Esperança do Sul,7686,10753
SP,3506805,Bocaina,6060,8546
SP,3506904,Bofete,3644,5231
SP,3507001,Boituva,19346,32537
SP,3507100,Bom Jesus dos Perd›es,8996,11223
SP,3507159,Bom Sucesso de Itarar_,947,1954
SP,3507209,Bor‡,437,623
SP,3507308,Borac_ia,2519,3283
SP,3507407,Borborema,8709,10850
SP,3507456,Borebi,1087,1478
SP,3507506,Botucatu,84853,103993
SP,3507605,Bragança Paulista,88611,111091
SP,3507704,Braœna,2829,3416
SP,3507753,Brejo Alegre,1400,1781
SP,3507803,Brodowski,11796,16285
SP,3507902,Brotas,10902,16127
SP,3508009,Buri,8882,13656
SP,3508108,Buritama,11346,12635
SP,3508207,Buritizal,2390,2903
SP,3508306,Cabr‡lia Paulista,2849,3992
SP,3508405,Cabreœva,13323,25760
SP,3508504,Caçapava,58316,66741
SP,3508603,Cachoeira Paulista,18724,21671
SP,3508702,Caconde,9571,11817
SP,3508801,Cafel‰ndia,9420,13056
SP,3508900,Caiabu,2396,3115
SP,3509007,Caieiras,37776,68481
SP,3509106,Caiu‡,1460,1769
SP,3509205,Cajamar,30494,48084
SP,3509254,Cajati,12193,20996
SP,3509304,Cajobi,7442,8356
SP,3509403,Cajuru,14877,18401
SP,3509452,Campina do Monte Alegre,2877,4180
SP,3509502,Campinas,824616,953218
SP,3509601,Campo Limpo Paulista,44455,62260
SP,3509700,Campos do Jord‹o,36727,43809
SP,3509809,Campos Novos Paulista,2466,2988
SP,3509908,Canan_ia,7764,10204
SP,3509957,Canas,1920,3041
SP,3510005,C‰ndido Mota,21836,26549
SP,3510104,C‰ndido Rodrigues,1608,1946
SP,3510153,Canitar,1304,2678
SP,3510203,Cap‹o Bonito,33803,36587
SP,3510302,Capela do Alto,8060,11111
SP,3510401,Capivari,28845,33484
SP,3510500,Caraguatatuba,52729,75251
SP,3510609,Carapicu’ba,283661,344596
SP,3510708,Cardoso,9843,10356
SP,3510807,Casa Branca,19090,21629
SP,3510906,C‡ssia dos Coqueiros,1152,1665
SP,3511003,Castilho,10837,11959
SP,3511102,Catanduva,88011,104268
SP,3511201,Catigu‡,4887,5914
SP,3511300,Cedral,3524,4980
SP,3511409,Cerqueira C_sar,10017,13057
SP,3511508,Cerquilho,17871,27996
SP,3511607,Ces‡rio Lange,6475,8921
SP,3511706,Charqueada,8674,11719
SP,3511904,Clementina,4093,4958
SP,3512001,Colina,13170,14885
SP,3512100,Col™mbia,3725,4120
SP,3512209,Conchal,15750,20297
SP,3512308,Conchas,8376,11277
SP,3512407,Cordeir—polis,10095,16068
SP,3512506,Coroados,2476,3308
SP,3512605,Coronel Macedo,3522,4011
SP,3512704,Corumbata’,1269,1718
SP,3512803,Cosm—polis,32787,42546
SP,3512902,Cosmorama,3481,4304
SP,3513009,Cotia,107453,148987
SP,3513108,Cravinhos,20596,27182
SP,3513207,Cristais Paulista,2401,3898
SP,3513306,Cruz‡lia,1492,1594
SP,3513405,Cruzeiro,65976,71179
SP,3513504,Cubat‹o,90659,107661
SP,3513603,Cunha,8970,11134
SP,3513702,Descalvado,20935,24136
SP,3513801,Diadema,305287,357064
SP,3513850,Dirce Reis,937,1075
SP,3513900,Divinol‰ndia,5533,6875
SP,3514007,Dobrada,5722,6505
SP,3514106,Dois C—rregos,16347,20232
SP,3514205,Dolcin—polis,1575,1810
SP,3514304,Dourado,6459,7839
SP,3514403,Dracena,34863,37153
SP,3514502,Duartina,8893,10783
SP,3514601,Dumont,4336,5870
SP,3514700,Echapor‹,4166,5186
SP,3514809,Eldorado,5785,6974
SP,3514908,Elias Fausto,6913,10269
SP,3514924,Elisi‡rio,1894,2190
SP,3514957,Embaœba,1672,1979
SP,3515004,Embu,155990,207663
SP,3515103,Embu-Guaçu,35414,55839
SP,3515129,Emilian—polis,1962,2191
